CodeSite,DateDebut,DateFin,TempSession,TypeAppareil,Download,Upload,Langue,GeoPoint
PW0165,2019-10-11T22:58:50+02:00,2019-10-11T23:01:47+02:00,177,Mobile,1514759,455651,Allemand,48.8569794103,2.2933390635
PW0211,2019-10-11T23:01:32+02:00,2019-10-11T23:04:12+02:00,160,Mobile,876155,234572,Français,48.8647101823,2.2969973367
PW0159,2019-10-11T23:07:33+02:00,2019-10-11T23:51:23+02:00,2630,Ordinateur,77500515,9780564,Italien,48.8796817468,2.3883276374
PW0199,2019-10-11T23:09:04+02:00,2019-10-12T00:16:30+02:00,4046,Mobile,193015118,11284713,Français,48.8342318805,2.3321285183
PW0181,2019-10-12T00:10:11+02:00,2019-10-12T00:18:57+02:00,526,Mobile,11399733,743267,Anglais,48.8566875709,2.3489230003
PW0161,2019-10-12T00:29:38+02:00,2019-10-12T00:42:38+02:00,780,Mobile,11421304,2656386,Anglais,48.8581897423,2.312894264
PW0193,2019-10-12T00:51:15+02:00,2019-10-12T00:53:16+02:00,121,Mobile,12780774,895498,Français,48.8574278537,2.3470199245
PW0122-1,2019-10-12T00:57:19+02:00,2019-10-12T02:00:31+02:00,3792,Mobile,99311192,6531529,Français,48.856389683,2.352388267
PW0123,2019-10-12T01:00:24+02:00,2019-10-12T02:00:31+02:00,3607,Mobile,99228256,17702197,Français,48.8563193139,2.3517550767
PW0173,2019-10-12T11:07:43+02:00,2019-10-12T11:08:02+02:00,19,Mobile,1853310,124364,Français,48.8329646707,2.2768327895
PW0010,2019-10-12T11:18:47+02:00,2019-10-12T11:21:39+02:00,172,Ordinateur,13160096,1406673,Français,48.8717845119,2.3573826449
PW0165,2019-10-12T11:35:51+02:00,2019-10-12T11:46:03+02:00,612,Mobile,19679434,1674527,Anglais,48.8569794103,2.2933390635
PW0101,2019-10-12T11:47:00+02:00,2019-10-12T13:47:51+02:00,7251,Mobile,695538159,22615699,Français,48.8675228068,2.2721208538
PW0071,2019-10-12T11:47:00+02:00,2019-10-12T11:50:19+02:00,199,Mobile,6857946,399291,Français,48.8714830648,2.3786770353
PW0143,2019-10-12T12:00:29+02:00,2019-10-12T14:01:02+02:00,7233,Mobile,14964148,2357738,Français,48.8618194855,2.3476439033
PW0151-1,2019-10-12T12:09:40+02:00,2019-10-12T12:14:13+02:00,273,Mobile,2896885,528411,Français,48.87994077,2.3074990761
PW0143,2019-10-12T12:10:07+02:00,2019-10-12T12:24:57+02:00,890,Mobile,16281187,9024182,Anglais,48.8618194855,2.3476439033
PW0143,2019-10-12T12:16:02+02:00,2019-10-12T12:26:10+02:00,608,Mobile,5649220,399472,Anglais,48.8618194855,2.3476439033
PW0046,2019-10-12T12:21:08+02:00,2019-10-12T13:13:10+02:00,3122,Ordinateur,175050863,19860037,Français,48.836806921,2.3034808022
PW0121,2019-10-12T12:22:31+02:00,2019-10-12T13:13:15+02:00,3044,Ordinateur,415723285,32772953,Français,48.8582613252,2.3583923572
PW0130,2019-10-12T12:28:34+02:00,2019-10-12T13:10:28+02:00,2514,Tablette,24723852,27836968,Français,48.8532955464,2.4012127883
PW0147,2019-10-12T12:29:28+02:00,2019-10-12T14:11:24+02:00,6116,Tablette,126626326,16719217,Français,48.8754298708,2.353666773
PW0052,2019-10-12T12:36:08+02:00,2019-10-12T13:56:17+02:00,4809,Ordinateur,38905228,10472423,Français,48.860096294,2.3790349615
PW0006,2019-10-12T12:38:35+02:00,2019-10-12T14:08:26+02:00,5391,Ordinateur,90568678,5864937,Français,48.8844631298,2.3541416014
PW0109,2019-10-12T12:43:25+02:00,2019-10-12T12:52:27+02:00,542,Ordinateur,8887874,1071008,Français,48.8811113359,2.3323455598
PW0147,2019-10-12T12:45:01+02:00,2019-10-12T14:45:40+02:00,7239,Ordinateur,663015577,21781269,Français,48.8754298708,2.353666773
PW0130,2019-10-12T12:45:07+02:00,2019-10-12T14:24:23+02:00,5956,Mobile,246165940,22286867,Français,48.8532955464,2.4012127883
PW0089,2019-10-12T12:46:13+02:00,2019-10-12T13:04:51+02:00,1118,Tablette,26746789,1933827,Français,48.8994866387,2.3420540981
PW0147,2019-10-12T12:48:47+02:00,2019-10-12T12:50:47+02:00,120,Ordinateur,12909606,471299,Français,48.8754298708,2.353666773
PW0048,2019-10-12T12:49:06+02:00,2019-10-12T12:55:52+02:00,406,Mobile,1436649,64886,Anglais,48.870162555,2.3852198261
PW0104,2019-10-12T12:51:11+02:00,2019-10-12T13:09:32+02:00,1101,Ordinateur,143908984,10244637,Anglais,48.8883943592,2.3030897057
PW0048,2019-10-12T13:03:57+02:00,2019-10-12T15:04:57+02:00,7260,Ordinateur,168808832,31908851,Français,48.870162555,2.3852198261
PW0045,2019-10-12T13:09:01+02:00,2019-10-12T13:18:25+02:00,564,Mobile,1204121,381500,Anglais,48.8598387687,2.4032269985
PW0051,2019-10-12T13:11:14+02:00,2019-10-12T15:12:03+02:00,7249,Ordinateur,40010140,6061633,Français,48.8425411215,2.3974768897
PW0121,2019-10-12T13:11:38+02:00,2019-10-12T14:25:17+02:00,4419,Mobile,59398538,2332915,Français,48.8582613252,2.3583923572
PW0175,2019-10-12T13:12:10+02:00,2019-10-12T13:28:12+02:00,962,Mobile,26129506,22280107,Français,48.8609372147,2.2893499444
PW0075,2019-10-12T13:18:17+02:00,2019-10-12T15:19:10+02:00,7253,Mobile,112923400,24820212,Français,48.8266335927,2.3004174655
PW0200,2019-10-12T13:19:55+02:00,2019-10-12T13:24:31+02:00,276,Mobile,7600761,768396,Anglais,48.8401255449,2.4398352472
PW0165,2019-10-12T13:20:58+02:00,2019-10-12T13:27:45+02:00,407,Mobile,12193815,661191,Russe,48.8569794103,2.2933390635
PW0048,2019-10-12T13:27:10+02:00,2019-10-12T13:53:09+02:00,1559,Mobile,31722133,2185635,Français,48.870162555,2.3852198261
PW0121,2019-10-12T13:32:04+02:00,2019-10-12T15:32:22+02:00,7218,Mobile,41145569,3590792,Français,48.8582613252,2.3583923572
PW0045,2019-10-12T13:33:36+02:00,2019-10-12T15:34:23+02:00,7247,Ordinateur,164205786,33570089,Français,48.8598387687,2.4032269985
PW0006,2019-10-12T13:33:38+02:00,2019-10-12T15:24:12+02:00,6634,Tablette,866443156,44332878,Français,48.8844631298,2.3541416014
PW0175,2019-10-12T13:34:37+02:00,2019-10-12T13:41:09+02:00,392,Mobile,29323438,4954498,Portugais,48.8609372147,2.2893499444
PW0142,2019-10-12T13:41:26+02:00,2019-10-12T13:43:05+02:00,99,Tablette,790640,252145,Français,48.8779672649,2.3450215123
PW0070,2019-10-12T13:39:04+02:00,2019-10-12T13:53:30+02:00,866,Ordinateur,23745192,1343208,Anglais,48.8562219571,2.3673918201
PW0045,2019-10-12T13:40:45+02:00,2019-10-12T15:16:25+02:00,5740,Mobile,162587079,177870487,Français,48.8598387687,2.4032269985
PW0190,2019-10-12T13:52:21+02:00,2019-10-12T13:59:53+02:00,452,Mobile,3615999,421224,Anglais,48.8611484589,2.325065434
PW0054,2019-10-12T14:00:48+02:00,2019-10-12T15:18:24+02:00,4656,Ordinateur,99730580,8027756,Français,48.8337666097,2.3258559779
PW0121,2019-10-12T14:01:35+02:00,2019-10-12T14:06:06+02:00,271,Mobile,2015551,7198888,Français,48.8582613252,2.3583923572
PW0014,2019-10-12T14:04:25+02:00,2019-10-12T14:06:40+02:00,135,Mobile,2473621,539527,Anglais,48.8415157494,2.2998843876
PW0054,2019-10-12T14:04:47+02:00,2019-10-12T14:10:32+02:00,345,Ordinateur,4437128,535698,Français,48.8337666097,2.3258559779
PW0113,2019-10-12T14:06:29+02:00,2019-10-12T14:11:29+02:00,300,Mobile,1215832,133169,Français,48.8618363826,2.2842707912
PW0142,2019-10-12T14:11:28+02:00,2019-10-12T14:35:35+02:00,1447,Mobile,17874350,59010976,Français,48.8779672649,2.3450215123
PW0151-1,2019-10-12T14:13:07+02:00,2019-10-12T14:21:20+02:00,493,Mobile,61010280,6962813,Espagnol,48.87994077,2.3074990761
PW0191,2019-10-12T14:13:23+02:00,2019-10-12T15:07:22+02:00,3239,Mobile,17689880,23431414,Portugais,48.8547105055,2.353240934
PW0103,2019-10-12T14:19:39+02:00,2019-10-12T16:20:08+02:00,7229,Mobile,15710003,2789928,Français,48.8202371888,2.3681251513
PW0051,2019-10-12T14:19:45+02:00,2019-10-12T16:20:08+02:00,7223,Ordinateur,563457690,28505290,Français,48.8425411215,2.3974768897
PW0116,2019-10-12T14:20:06+02:00,2019-10-12T14:20:41+02:00,35,Mobile,469367,135655,Français,48.8772054342,2.3707969197
PW0035,2019-10-12T14:24:27+02:00,2019-10-12T14:24:50+02:00,23,Mobile,63206,91715,Français,48.8329972796,2.3268543569
PW0051,2019-10-12T14:25:58+02:00,2019-10-12T14:27:00+02:00,62,Mobile,7730179,342498,Français,48.8425411215,2.3974768897
PW0147,2019-10-12T14:20:42+02:00,2019-10-12T14:41:57+02:00,1275,Ordinateur,24992351,3316079,Français,48.8754298708,2.353666773
PW0151-1,2019-10-12T14:29:42+02:00,2019-10-12T14:39:56+02:00,614,Mobile,27037235,1810386,Français,48.87994077,2.3074990761
PW0113,2019-10-12T14:31:54+02:00,2019-10-12T14:43:10+02:00,676,Mobile,35506465,2426359,Anglais,48.8618363826,2.2842707912
PW0147,2019-10-12T14:36:03+02:00,2019-10-12T14:38:40+02:00,157,Mobile,9252178,687538,Anglais,48.8754298708,2.353666773
PW0049,2019-10-12T14:41:08+02:00,2019-10-12T14:44:40+02:00,212,Mobile,18656932,2015554,Français,48.8515955528,2.383960071
PW0194,2019-10-12T14:42:12+02:00,2019-10-12T14:44:40+02:00,148,Mobile,18693484,873871,Français,48.8801112154,2.3672066687
PW0153,2019-10-12T14:36:09+02:00,2019-10-12T14:47:52+02:00,703,Mobile,12414835,1943436,Anglais,48.8580407243,2.3492201015
PW0147,2019-10-12T14:38:51+02:00,2019-10-12T16:02:29+02:00,5018,Ordinateur,252810106,8910067,Français,48.8754298708,2.353666773
PW0103,2019-10-12T14:39:14+02:00,2019-10-12T15:32:42+02:00,3208,Mobile,110411387,17051723,Néerlandais,48.8202371888,2.3681251513
PW0045,2019-10-12T14:39:26+02:00,2019-10-12T16:39:30+02:00,7204,Ordinateur,104675918,5039883,Anglais,48.8598387687,2.4032269985
PW0189,2019-10-12T14:44:11+02:00,2019-10-12T14:45:32+02:00,81,Mobile,1557886,1066496,Néerlandais,48.8629641751,2.3045246819
PW0005,2019-10-12T14:44:45+02:00,2019-10-12T14:51:57+02:00,432,Mobile,10451774,5565058,Français,48.8762687831,2.3881842281
PW0165,2019-10-12T14:45:05+02:00,2019-10-12T14:55:28+02:00,623,Mobile,9435423,1153307,Anglais,48.8569794103,2.2933390635
PW0009,2019-10-12T14:46:35+02:00,2019-10-12T15:09:54+02:00,1399,Mobile,90891231,5642328,Anglais,48.8901061541,2.3632099736
PW0045,2019-10-12T14:47:15+02:00,2019-10-12T16:47:40+02:00,7225,Ordinateur,159653334,18679342,Français,48.8598387687,2.4032269985
PW0190,2019-10-12T14:51:04+02:00,2019-10-12T15:13:56+02:00,1372,Mobile,29652310,67676385,Anglais,48.8611484589,2.325065434
PW0051,2019-10-12T14:51:17+02:00,2019-10-12T16:29:45+02:00,5908,Ordinateur,97772645,5388818,Français,48.8425411215,2.3974768897
PW0190,2019-10-12T14:56:16+02:00,2019-10-12T15:13:04+02:00,1008,Mobile,35364175,1761168,Russe,48.8611484589,2.325065434
PW0051,2019-10-12T14:57:53+02:00,2019-10-12T16:58:54+02:00,7261,Mobile,112812256,9882452,Français,48.8425411215,2.3974768897
PW0049,2019-10-12T14:58:58+02:00,2019-10-12T16:42:58+02:00,6240,Mobile,217416024,13183476,Français,48.8515955528,2.383960071
PW0147,2019-10-12T15:00:30+02:00,2019-10-12T15:01:22+02:00,52,Mobile,1721955,315405,Anglais,48.8754298708,2.353666773
PW0125,2019-10-12T15:00:44+02:00,2019-10-12T15:04:58+02:00,254,Mobile,22064259,1457802,Français,48.8273180542,2.341993717
PW0009,2019-10-12T15:03:41+02:00,2019-10-12T17:04:00+02:00,7219,Mobile,93551524,10509002,Français,48.8901061541,2.3632099736
PW0147,2019-10-12T15:05:02+02:00,2019-10-12T15:57:28+02:00,3146,Tablette,141285716,4910383,Français,48.8754298708,2.353666773
PW0175,2019-10-12T15:06:20+02:00,2019-10-12T15:19:48+02:00,808,Mobile,55405561,13122887,Anglais,48.8609372147,2.2893499444
PW0002,2019-10-12T15:06:56+02:00,2019-10-12T17:07:04+02:00,7208,Ordinateur,17766517,2436102,Français,48.8867669709,2.3714730505
PW0189,2019-10-12T15:07:21+02:00,2019-10-12T15:30:44+02:00,1403,Mobile,63476984,17377737,Anglais,48.8629641751,2.3045246819
PW0051,2019-10-12T15:10:25+02:00,2019-10-12T16:38:34+02:00,5289,Ordinateur,19126559,1962058,Français,48.8425411215,2.3974768897
PW0112,2019-10-12T15:10:40+02:00,2019-10-12T15:41:20+02:00,1840,Mobile,181266467,6970608,Français,48.8614889106,2.3441541095
PW0147,2019-10-12T15:22:14+02:00,2019-10-12T15:28:08+02:00,354,Ordinateur,11312162,758650,Français,48.8754298708,2.353666773
PW0119,2019-10-12T15:25:35+02:00,2019-10-12T15:27:40+02:00,125,Mobile,1974059,211513,Français,48.8572732825,2.3512776121
PW0191,2019-10-12T15:22:41+02:00,2019-10-12T15:35:04+02:00,743,Mobile,892115,399592,Espagnol,48.8547105055,2.353240934
PW0046,2019-10-12T15:22:56+02:00,2019-10-12T17:23:24+02:00,7228,Ordinateur,29587983,17678775,Anglais,48.836806921,2.3034808022
PW0103,2019-10-12T15:25:45+02:00,2019-10-12T17:26:28+02:00,7243,Mobile,56687121,6173280,Français,48.8202371888,2.3681251513
PW0117,2019-10-12T15:36:44+02:00,2019-10-12T16:33:03+02:00,3379,Mobile,20266009,2526215,Coréen,48.8497413105,2.2861367437
PW0143,2019-10-12T15:38:56+02:00,2019-10-12T16:39:35+02:00,3639,Mobile,4585388,781181,Français,48.8618194855,2.3476439033
PW0023,2019-10-12T15:39:57+02:00,2019-10-12T16:39:12+02:00,3555,Ordinateur,203394832,35719400,Français,48.8923035579,2.344687213
PW0054,2019-10-12T15:41:40+02:00,2019-10-12T17:25:51+02:00,6251,Tablette,64093412,7207278,Français,48.8337666097,2.3258559779
PW0050,2019-10-12T15:43:34+02:00,2019-10-12T17:02:56+02:00,4762,Ordinateur,75046815,11711607,Français,48.853423534,2.3591792373
PW0002,2019-10-12T15:45:04+02:00,2019-10-12T15:55:39+02:00,635,Ordinateur,18093773,1015167,Français,48.8867669709,2.3714730505
PW0189,2019-10-12T15:51:57+02:00,2019-10-12T15:54:49+02:00,172,Mobile,1278740,3794001,Espagnol,48.8629641751,2.3045246819
PW0028,2019-10-12T15:56:07+02:00,2019-10-12T15:57:44+02:00,97,Ordinateur,8948704,1329769,Français,48.8817841102,2.368720067
PW0153,2019-10-12T15:57:04+02:00,2019-10-12T17:57:10+02:00,7206,Mobile,480845857,17426260,Russe,48.8580407243,2.3492201015
PW0149,2019-10-12T15:57:33+02:00,2019-10-12T16:02:09+02:00,276,Mobile,1337991,397788,Anglais,48.8593733254,2.3358223561
PW0111,2019-10-12T15:58:18+02:00,2019-10-12T16:15:42+02:00,1044,Mobile,18416210,1090904,Français,48.842546608,2.3618682436
PW0146,2019-10-12T16:00:30+02:00,2019-10-12T16:56:33+02:00,3363,Ordinateur,23428546,11615339,Français,48.8512426095,2.330443623
PW0147,2019-10-12T16:00:49+02:00,2019-10-12T18:01:16+02:00,7227,Ordinateur,73439135,6939352,Français,48.8754298708,2.353666773
PW0211,2019-10-12T16:04:13+02:00,2019-10-12T16:08:37+02:00,264,Mobile,9234250,572836,Anglais,48.8647101823,2.2969973367
PW0014,2019-10-12T16:10:05+02:00,2019-10-12T16:14:16+02:00,251,Mobile,7211097,670649,Français,48.8415157494,2.2998843876
PW0175,2019-10-12T16:09:56+02:00,2019-10-12T17:10:52+02:00,3656,Mobile,22204119,54380399,Coréen,48.8609372147,2.2893499444
PW0119,2019-10-12T16:12:52+02:00,2019-10-12T16:31:22+02:00,1110,Mobile,4459198,539713,Espagnol,48.8572732825,2.3512776121
PW0170,2019-10-12T16:15:36+02:00,2019-10-12T16:31:50+02:00,974,Mobile,58970745,2913794,Anglais,48.8864505694,2.3654757972
PW0045,2019-10-12T16:16:25+02:00,2019-10-12T18:16:37+02:00,7212,Ordinateur,299902637,15157866,Français,48.8598387687,2.4032269985
PW0123,2019-10-12T16:16:34+02:00,2019-10-12T16:17:17+02:00,43,Mobile,802018,311987,Portugais,48.8563193139,2.3517550767
PW0103,2019-10-12T16:16:36+02:00,2019-10-12T18:16:37+02:00,7201,Mobile,237746085,17344722,Néerlandais,48.8202371888,2.3681251513
PW0014,2019-10-12T16:17:54+02:00,2019-10-12T16:27:42+02:00,588,Mobile,2906643,706354,Anglais,48.8415157494,2.2998843876
PW0113,2019-10-12T16:19:28+02:00,2019-10-12T18:19:42+02:00,7214,Ordinateur,36412045,5948049,Français,48.8618363826,2.2842707912
PW0045,2019-10-12T16:26:25+02:00,2019-10-12T16:29:06+02:00,161,Mobile,7878285,804228,Français,48.8598387687,2.4032269985
PW0051,2019-10-12T16:22:24+02:00,2019-10-12T18:06:16+02:00,6232,Ordinateur,1908123,192812,Français,48.8425411215,2.3974768897
PW0061,2019-10-12T16:28:54+02:00,2019-10-12T18:28:55+02:00,7201,Mobile,100130828,11062052,Français,48.8720261058,2.3998162932
PW0059,2019-10-12T16:33:48+02:00,2019-10-12T16:49:03+02:00,915,Mobile,42672262,2682779,Italien,48.8580688977,2.3089898828
PW0050,2019-10-12T16:35:33+02:00,2019-10-12T17:59:58+02:00,5065,Mobile,25440667,3530040,Français,48.853423534,2.3591792373
PW0049,2019-10-12T16:36:11+02:00,2019-10-12T18:37:06+02:00,7255,Ordinateur,162266421,34707206,Français,48.8515955528,2.383960071
PW0198,2019-10-12T16:38:53+02:00,2019-10-12T18:39:09+02:00,7216,Tablette,24195501,4799188,Français,48.9003798743,2.3358735009
PW0113,2019-10-12T16:38:56+02:00,2019-10-12T17:20:59+02:00,2523,Mobile,22589639,4142223,Français,48.8618363826,2.2842707912
PW0053,2019-10-12T16:40:35+02:00,2019-10-12T17:06:11+02:00,1536,Ordinateur,14255881,1557860,Français,48.8312312482,2.3116623321
PW0143,2019-10-12T16:42:05+02:00,2019-10-12T16:57:15+02:00,910,Mobile,64346614,34062591,Français,48.8618194855,2.3476439033
PW0189,2019-10-12T16:43:22+02:00,2019-10-12T16:56:30+02:00,788,Mobile,43448570,52721411,Anglais,48.8629641751,2.3045246819
PW0144,2019-10-12T16:43:52+02:00,2019-10-12T16:53:41+02:00,589,Mobile,659964,261077,Français,48.8794445126,2.3125231
PW0125,2019-10-12T16:44:05+02:00,2019-10-12T16:50:19+02:00,374,Mobile,47873672,1989838,Français,48.8273180542,2.341993717
PW0040,2019-10-12T16:44:41+02:00,2019-10-12T17:43:17+02:00,3516,Mobile,15121280,1520954,Anglais,48.83559168,2.3258213932
PW0199,2019-10-12T16:53:49+02:00,2019-10-12T17:00:19+02:00,390,Mobile,11285805,905350,Français,48.8342318805,2.3321285183
PW0206,2019-10-12T16:53:51+02:00,2019-10-12T18:02:18+02:00,4107,Mobile,380358205,19643434,Français,48.8605127941,2.3722214168
PW0146,2019-10-12T17:01:10+02:00,2019-10-12T17:14:10+02:00,780,Mobile,24619060,1785592,Français,48.8512426095,2.330443623
PW0181,2019-10-12T17:02:19+02:00,2019-10-12T17:15:55+02:00,816,Mobile,15750902,1054479,Allemand,48.8566875709,2.3489230003
PW0117,2019-10-12T17:04:04+02:00,2019-10-12T17:20:41+02:00,997,Mobile,18894972,1980744,Français,48.8497413105,2.2861367437
PW0071,2019-10-12T17:05:45+02:00,2019-10-12T17:11:45+02:00,360,Mobile,5302125,610393,Français,48.8714830648,2.3786770353
PW0130,2019-10-12T17:08:24+02:00,2019-10-12T17:59:22+02:00,3058,Mobile,71840542,97767467,Français,48.8532955464,2.4012127883
PW0143,2019-10-12T17:11:32+02:00,2019-10-12T17:22:57+02:00,685,Mobile,9189543,791282,Anglais,48.8618194855,2.3476439033
PW0144,2019-10-12T17:11:57+02:00,2019-10-12T18:41:09+02:00,5352,Ordinateur,633006897,23347859,Français,48.8492339972,2.4120981583
PW0126,2019-10-12T17:14:44+02:00,2019-10-12T19:14:58+02:00,7214,Ordinateur,95227175,7284611,Français,48.8424935285,2.3496737607
PW0117,2019-10-12T17:16:44+02:00,2019-10-12T19:17:01+02:00,7217,Ordinateur,170085563,10372154,Français,48.8497413105,2.2861367437
PW0147,2019-10-12T17:17:33+02:00,2019-10-12T17:22:51+02:00,318,Ordinateur,4753668,703929,Français,48.8754298708,2.353666773
PW0050,2019-10-12T17:22:09+02:00,2019-10-12T18:38:01+02:00,4552,Ordinateur,48159998,8994198,Français,48.853423534,2.3591792373
PW0046,2019-10-12T17:29:43+02:00,2019-10-12T17:32:59+02:00,196,Ordinateur,18404180,1297339,Français,48.836806921,2.3034808022
PW0112,2019-10-12T17:29:53+02:00,2019-10-12T17:37:44+02:00,471,Ordinateur,10834050,795810,Français,48.8614889106,2.3441541095
PW0006,2019-10-12T17:31:55+02:00,2019-10-12T18:52:21+02:00,4826,Ordinateur,363138902,16937711,Français,48.8844631298,2.3541416014
PW0147,2019-10-12T17:34:00+02:00,2019-10-12T18:11:51+02:00,2271,Ordinateur,27505936,4862337,Français,48.8754298708,2.353666773
PW0006,2019-10-12T17:40:33+02:00,2019-10-12T17:43:57+02:00,204,Mobile,22708899,1260726,Français,48.8844631298,2.3541416014
PW0104,2019-10-12T17:41:09+02:00,2019-10-12T17:41:20+02:00,11,Ordinateur,1371427,64875,Français,48.8883943592,2.3030897057
PW0147,2019-10-12T17:39:37+02:00,2019-10-12T19:40:31+02:00,7254,Mobile,211824673,36478235,Français,48.8754298708,2.353666773
PW0113,2019-10-12T17:41:01+02:00,2019-10-12T18:33:11+02:00,3130,Mobile,55746371,8949295,Français,48.8618363826,2.2842707912
PW0123,2019-10-12T17:43:13+02:00,2019-10-12T18:09:49+02:00,1596,Mobile,1180135,2876085,Espagnol,48.8563193139,2.3517550767
PW0103,2019-10-12T17:48:17+02:00,2019-10-12T18:15:20+02:00,1623,Mobile,36646290,22037213,Anglais,48.8202371888,2.3681251513
PW0153,2019-10-12T17:50:06+02:00,2019-10-12T17:57:13+02:00,427,Mobile,16152199,1604671,Anglais,48.8580407243,2.3492201015
PW0175,2019-10-12T17:51:12+02:00,2019-10-12T18:29:12+02:00,2280,Mobile,8109159,14784924,Anglais,48.8609372147,2.2893499444
PW0060,2019-10-12T17:53:44+02:00,2019-10-12T18:41:43+02:00,2879,Ordinateur,215416051,13880330,Français,48.8733902739,2.3404520564
PW0147,2019-10-12T17:54:50+02:00,2019-10-12T18:01:41+02:00,411,Ordinateur,9318028,483545,Français,48.8754298708,2.353666773
PW0123,2019-10-12T17:56:16+02:00,2019-10-12T18:03:37+02:00,441,Mobile,44230969,17447304,Espagnol,48.8563193139,2.3517550767
PW0052,2019-10-12T17:57:15+02:00,2019-10-12T18:53:08+02:00,3353,Ordinateur,21893516,1568572,Français,48.860096294,2.3790349615
PW0144,2019-10-12T17:58:13+02:00,2019-10-12T18:31:22+02:00,1989,Mobile,46260742,3084573,Français,48.8794445126,2.3125231
PW0143,2019-10-12T18:00:53+02:00,2019-10-12T18:27:06+02:00,1573,Mobile,11311672,1004438,Français,48.8618194855,2.3476439033
PW0189,2019-10-12T18:01:34+02:00,2019-10-12T18:01:51+02:00,17,Mobile,0,0,Anglais,48.8629641751,2.3045246819
PW0147,2019-10-12T18:03:10+02:00,2019-10-12T19:38:29+02:00,5719,Ordinateur,41684624,6467197,Français,48.8754298708,2.353666773
PW0075,2019-10-12T18:03:35+02:00,2019-10-12T18:04:43+02:00,68,Mobile,1176285,130016,Français,48.8266335927,2.3004174655
PW0117,2019-10-12T18:11:04+02:00,2019-10-12T18:11:28+02:00,24,Ordinateur,2790782,110899,Français,48.8497413105,2.2861367437
PW0130,2019-10-12T18:05:13+02:00,2019-10-12T18:27:25+02:00,1332,Tablette,34311352,1848538,Anglais,48.8532955464,2.4012127883
PW0165,2019-10-12T18:05:43+02:00,2019-10-12T18:32:50+02:00,1627,Mobile,10949780,2288489,Portugais,48.8569794103,2.2933390635
